tokenId,Wings,Tail,Body,Legs,Head,Horns,Eyes,domain,color,replceable,replaced,Names,Generation
2997,20,3,19,14,1,4,8,3,5,1,,Vorisar,7
2998,21,17,11,20,18,3,21,2,5,0,,Shoilza,6
2999,17,12,24,24,21,3,12,2,0,4,,Perywoo,5
3000,14,20,17,6,8,1,18,3,7,2,,Skelchelye,7
3001,12,7,15,20,16,7,16,0,4,2,,Kinylord,5
3002,6,22,11,13,16,17,22,0,8,2,,Beark,6
3003,16,23,7,24,24,16,16,3,0,2,,Nalnuban,4
3004,20,2,12,4,7,8,13,3,4,3,,Lorstetin,7
3005,7,22,10,13,11,16,21,1,6,2,,Quuigharr,7
3006,19,4,23,1,20,17,23,0,2,4,,Muurkdro,6
3007,21,8,10,22,1,2,22,0,7,1,,Clauray,6
3008,22,10,15,14,8b,14,17,2,8,1,L05E008,Breubur,6
3009,12,4,5,7,10,21,8,2,2,4,,Shyburis,7
3010,20,5,15,3,24,24,21,0,4,3,,Nelarphon,6
3011,19,7,17,18,9,1,13,3,7,0,,Sheytan,7
3012,9,10,22,19,12,10,13,0,0,2,,Shalte,6
3013,13,10,12,8,21,3,7,1,2,2,,Vaydham,7
3014,19,20,1,14,8b,16,3,2,4,1,L05E008,Hooo,7
3015,17,10,18,20,3,15,15,0,5,2,,Shyvotia,6
3016,16,8,21,16,9,2,6,2,7,2,,Kimcaryn,6
3017,11,12,14,10,19b,1,7,1,0,2,"L05E004,L05E019",Garswusam,7
3018,22,21,19,8,1,23,11,2,1,2,,Noetsoi,7
3019,15,5,17,21,6,16,18,1,9,2,,Bloethem,7
3020,6,15,9,2b,13,9,13,0,4,1,L04E002,Taergand,5
3021,15,19,6,8,19,16,9,3,8,2,,Ranchuwar,6
3022,17,21,19,8,3,19,13,0,0,3,,Voodalf,6
3023,13,10,12b,13,2,4,17,1,6,1,L03E012,Trouphar,6
3024,11,2,14,2,23,9,2,1,4,2,,Zheizuka,5
3025,10,3,7,15,6,23,24,0,9,1,,Baalf,7
3026,14,16,13,8,11,12,18,1,4,2,,Zialf,7
3027,24,14,22,24,24,14,5,3,0,4,,Rqy,4
3028,24,12,17,17,19,15,23,1,3,4,,Polphirod,6
3029,13,1,15,22,16,19,11,2,4,2,,Youdra,7
3030,3,24,20,24,6,15,6,3,1,3,,Ghallyton,5
3031,19,20,21,10,5b,20,22,0,0,1,L05E005,Chrukolf,6
3032,7,4,1,7,1,19,21,0,7,4,,Nysabelf,5
3033,24,12b,21,2b,7,1,10,1,5,3,"L04E002,L02E012",Honovuth,7
3034,2,4,1,24,15,8,9,0,1,3,,Ranmucer,7
3035,22,12,22,20,6,14,11,3,4,2,,Hinupalf,6
3036,7,15,12,1,16,23,20,2,4,4,,Morwigar,7
3037,10,18,15,7,9,14,12,3,0,2,,Lyestryroth,7
3038,1,14,22,8,21b,21b,16,1,4,4,"L05E021,L06E021",Cerellar,6
3039,24,13,4,18,13,2,8,0,7,2,,Rhuwhud,6
3040,19,4,5,14,7,1,7,3,5,2,,Shuither,6
3041,18,1,12b,15,3,22,16,2,3,1,L03E012,Koo,7
3042,18,4,2,23,10,7,24,2,3,2,,Struiwham,7
3043,13,20,14,19,23,11,9,2,2,2,,Rynitor,7
3044,4,6,2,10,11,24,24,1,9,2,,Lyordta,6
3045,10,19,8,17,1,2,5b,1,4,1,L07E005,Rakyqlar,7
3046,13,23,2,20,17,12,4,0,5,2,,Tood,7
3047,11,12,24,16b,17,23,6b,2,2,3,"L07E006,L04E016",Tiawheray,7
3048,2,6,14,21,24,12,6,1,5,4,,Samyvuth,6
3049,13,4,20,9,5,3,18,1,5,3,,Luirod,7
3050,7,14,20,8,5,16,20,2,9,3,,Lark,6
3051,1,15,16,15,24,11,5,3,0,4,,Xielfphon,6
3052,15,20,3,12,7,14,5,0,9,4,,Kavrom,7
3053,4b,4,21,4,14,6b,20,2,1,4,"L01E004,L06E006",Turosuth,6
3054,18,11,11,3,12,15b,19,0,3,1,L06E015,Eothynord,6
3055,18,24,22,8,5,19,21,0,5,3,,Bleusam,7
3056,3,21,1,7,18,23,6,1,7,4,,Reat,7
3057,17,7,4,22,14,13,3,3,7,4,,Musy,7
3058,12,19,17,17,11,22,5,3,9,2,,Zheidraph,6
3059,5,17,22,21,8,16,22,3,3,2,,Yioork,6
3060,17,18,21,23,5,16,7,2,5,2,,Veshywor,7
3061,23,9,18,24,14,24,16,2,2,3,,Davhid,6
3062,9,19,5,23,4b,20,1,0,5,1,L05E004,Yatebus,7
3063,2,2,13,10,23,3,15,2,1,1,,Lorstosay,6
3064,5,6,12b,21,15,14,21,1,0,1,L03E012,Belniyer,6
3065,13,7,11,1,3,16,4b,3,1,1,L07E004,Queewham,7
3066,10,20,18,4,15,1,23b,3,2,1,L07E023,Thaywhard,7
3067,8,22,9,6,9,13,2,0,1,3,,Puipol,6
3068,9,10,7,9,11,18b,13,2,4,1,L06E018,Shaushoor,6
3069,19,6,1,23,15,17,4,3,3,2,,Thealza,7
3070,2,10,9,21,2,21,2,0,3,3,,Haoq,4
3071,4,14,16,24,19,6,13,3,1,4,,Rothquishy,7
3072,7,15,4,18,5,17,9,0,9,4,,Gat,7
3073,13,24,13,9,20b,3,13,2,6,1,L05E020,Nyquacha,5
3074,10,6,11,19,9,8,5,3,5,2,,Quaanoork,7
3075,12,7,3,1,12,1,13,1,7,1,,Snaiphar,5
3076,10,24,18,9,16,14,5b,0,3,1,L07E005,Quaernoth,7
3077,8,20,16,9,12,9,7,0,2,1,,Garchritur,6
3078,17,21,9,12,20,19,9,2,3,4,,Woowoorph,6
3079,22,1,17,1,9,7,18,1,2,2,,Rdu,6
3080,20,17,15,9,24,8,9,0,7,2,,Schausay,6
3081,9,21,16,8,24,22,17,2,1,2,,Ghabluray,7
3082,4b,14,21,9,6,13,16,2,3,1,L01E004,Aeerkobus,7
3083,7,21,3,23,18,13,23,3,9,3,,Pousam,6
3084,16,6,23,12,7,5,22,2,2,2,,Queyjord,7
3085,19,21,8,18,19,11,2,3,0,4,,Woophurr,6
3086,7,10,19,19,8,16,10,3,3,3,,Warruril,5
3087,6,1,4,5,15,3,2,3,0,2,,Loryhier,7
3088,23,6,23,24,19,8,22,3,5,2,,Har,6
3089,13,14,20,4,24,10,23,3,5,2,,Chezulor,7
3090,22,14,7,20,2,11,7,0,3,1,,Torswawar,6
3091,19,21,17,11,21,13,1,3,1,2,,Quieryn,6
3092,2,11,9,10,17,3,22,0,1,1,,Jutsu,7
3093,12,5,12,22,3,12,18,0,0,4,,Nysnitur,5
3094,10,20,2,24,4,19,19,3,8,3,,Yiwhard,6
3095,18,15,5,5,4,23,14,0,3,3,,Yoq,6
3096,2,20,16,1,9,6,23,1,5,3,,Tayphaw,7
3097,19,15,9,20,10,11b,3,1,1,1,L06E011,Houth,7
3098,8,10,11,24,12,14,19,2,5,2,,Shyzhonal,7
3099,6,14,12,15,9,7,23,3,5,4,,Gaywhard,7
3100,1,1,18,18,20,12,18,3,5,4,,Saybaray,4
3101,8,21,3,15,19,9,8,0,9,3,,Kelyhor,6
3102,12,2,1,17,8,21,12,2,7,4,,Wewham,6
3103,18,24,24,9,15,3,10,0,2,0,,Lliver,6
3104,4,19,9,10,13,19,21,2,6,2,,Shukur,6
3105,4,16,6,24,14,12,2,2,1,4,,Hinsmywar,7
3106,18,15,16,17,4,8,5,2,3,2,,Chreistradd,7
3107,14,13,12,2,6,9,17,1,9,2,,Hinslepol,7
3108,6,11,10,8,15,20,11,1,1,0,,Smaqark,6
3109,8,23,11,8,24b,24b,24,0,0,3,"L06E024,L05E024",Nysesoth,5
3110,23,21,20,9,14,13,1,1,7,2,,Quargand,7
3111,19,15,11,21,16,10,13,2,3,0,,Woisam,7
3112,21,14,3,11,13,12,4,3,9,2,,Rilwhotur,7
3113,15,6,11,7,6,3,23,1,7,3,,Toevrom,6
3114,3,10,15,5,11,2,14b,1,7,1,L07E014,Garumooth,7
3115,5,6,14,10,17,21,23,0,0,2,,Keergand,7
3116,19,12,8,23,15,15,2,2,4,3,,Smeden,6
3117,12,10,6,13,6,11,13,0,9,2,,Vorsnidan,5
3118,15,6,24,14,6,11,1,1,2,2,,Schovrurst,6
3119,11,14,1,24,9,23,2,3,6,3,,Banylnys,7
3120,12,2,14,23,15,21,22,3,7,2,,Reelf,7
3121,8,11,5,11,7,21,17,3,4,3,,Bietsu,6
3122,20,14,21,3,22,20,3,3,5,2,,Dynevoo,5
3123,3,10,11,15,13,15b,10,0,3,1,L06E015,Chaevrurst,6
3124,10,10,7,2,16,8,22,2,4,1,,Stukolf,6
3125,6,2,10,14,23,14,15,3,0,0,,Sievrom,6
3126,13,2,24,2,17,7,7,1,5,2,,Lloihat,5
3127,4,3,5,22,22,1,21,2,0,3,,Ransniny,6
3128,5,12b,7,9,7b,24b,11,0,6,2,"L06E024,L05E007,L02E012",Jeadar,7
3129,11,3,6,11,10,11b,22,2,5,1,L06E011,Lervoden,6
3130,11,3,22,22,9,4,23,2,6,3,,Ghastreper,6
3131,17,22,2,24,21,22,13,0,4,4,,Waraboo,6
3132,4,13,18,12,14,7,8,1,1,4,,Thaudra,7
3133,4,14,11,3,19,4,22,0,8,2,,Sniphaw,6
3134,23,13,16,13,19,8,11,0,1,1,,Schaykolf,6
3135,23,24,14,13,1,23,18,0,1,2,,Perujuth,6
3136,1,12,20,17,24,14,12,3,5,4,,Feucer,6
3137,24,3,9,24,23,11,1,1,4,3,,Skelgycer,6
3138,24,5,15,9,3,9,12,1,7,2,,Dynstryden,6
3139,1,21,21,21,3,19,8,3,6,3,,Nyuxooth,5
3140,16,13,3,18,12,6b,24,3,8,1,L06E006,Nyswhopol,7
3141,11,16,5,16,2,20,12,0,3,2,,Traiwham,6
3142,18,2,14,1,22,21,24,1,0,2,,Polblather,7
3143,18,10,14,18,12,5,1,0,1,0,,Dongtsay,6
3144,22,12,3,7,6,18,1,3,8,3,,Lliadoph,7
3145,19,2,13,16,13,16,17,1,5,1,,Riswhuton,5
3146,18,13,8,1,6,20,2b,0,8,1,L07E002,Lyetrither,7
3147,21,18,19,3,17,19b,8,1,0,1,L06E019,Shoogarr,7
3148,23,12,18,4,9,19,3,2,2,2,,Kuiwhud,7
3149,11,17,3,23,19,1,5,3,4,2,,Yeedham,7
3150,20,11,21,3,21,6,10,1,2,3,,Therchiper,6
3151,17b,3,19,1,1,10,11,1,3,1,L01E017,Quabur,6
3152,21,14,9,8,18,4,11,2,4,0,,Droloodd,7
3153,2,12,11,5,10,14,21,0,7,2,,Crerpha,7
3154,11,23,18,23,1,13,12b,0,2,1,L07E012,Shymor,6
3155,8,16,24,8,6,6,5,0,9,3,,Tursminal,5
3156,20,9,8,11,2,10,11,2,6,1,,Warayooth,6
3157,5,5,18,16,24,15,13,1,1,3,,Nyordda,6
3158,1,11,20,20,1,14,8,1,0,1,,Tasemuth,5
3159,7,9,19,12,10,14,8,0,4,2,,Delemurk,7
3160,20,9,20,7,13,11,14,0,9,4,,Chroetur,6
3161,13,6,13,2b,17,2,7,0,8,1,L04E002,Drayxood,6
3162,2,5,8,24,2,15,13,3,5,3,,Cheewuth,6
3163,24,14,14,15,12,1,12,1,0,2,,Jular,5
3164,9,3,17,1,16,10,3,3,3,0,,Baier,6
3165,20,20,7,14,16,22,15,0,0,1,,Elar,6
3166,23,6,8,22b,10,9,19,2,0,1,L04E022,Swaylza,7
3167,16,10,20,2,5,14,12,2,5,3,,Radzhuvor,7
3168,11,9,5,1,12,11,13,2,7,1,,Keladiev,6
3169,12,18,4,4,13,23,8,0,5,3,,Thoewoorph,6
3170,9,24,24,13,19,4,20,3,0,2,,Kuyhu,6
3171,2,13,4,5,11,17,12,2,8,4,,Zianal,7
3172,5,13,18,24,18,19,21,3,2,2,,Vordokin,6
3173,5,21,3,6,3,24,10,1,9,2,,Keyskel,6
3174,11,8,23,19,9,22,23,1,0,2,,Qeark,6
3175,17b,23,15,18,17,10,7,2,4,1,L01E017,Yikur,7
3176,5,21,2,8,21,15,3,0,1,3,,Wheywuth,6
3177,19,11,12b,10,6,10,22,2,1,1,L03E012,Ciadel,6
3178,4,9,6,22,17,17,13,1,0,3,,Whevrom,6
3179,4,22,11,11,13,5,19,3,5,2,,Zhoiphaw,6
3180,20,4,22b,22,19b,5,9,1,2,4,"L03E022,L05E019",Slirux,7
3181,19,14,8,20,9,13,18,3,9,1,,Schaewuth,7
3182,9,1,18,17,1,16,15,0,5,0,,Chrukwad,6
3183,3,2,8,19,21,15,3,3,6,3,,Nibel,6
3184,2,3,18,3,10,9,23,0,5,2,,Warryris,6
3185,16,14,12,17,20,14,17,0,1,2,,Kimuwoth,5
3186,12,18,13,8,24,18,6,3,1,4,,Smurux,6
3187,23,1,18,17,22b,5,24,3,7,1,L05E022,Streshy,7
3188,24,6,11,15,11,13,20,0,4,2,,Torgokim,6
3189,4,11,9,17,22,4,19,2,3,2,,Quadalf,6
3190,22,2,8,22,4,7,10,2,9,3,,Taniseer,6
3191,2,10,23,13,7,18,15,1,4,3,,Ketsu,7
3192,2,11,3,11,10,17,15,1,2,2,,Taithitia,6
3193,10,7,16,11,20,15,3,0,1,2,,Lyedraper,7
3194,16,14,16,5,16,2,24,2,5,0,,Serowuth,5
3195,11,17,10,5,13,12,23,1,3,2,,Llouwhard,7
3196,18,21,19,2,21,13,11,2,5,3,,Eatuhood,6
3197,11,16,4,17,8,5,17,3,9,2,,Poeper,6
3198,18,1,11,5,8,10,20,1,8,2,,Guor,7
3199,16,15,20,7,12,7,10,2,6,2,,Sluzuka,6
3200,4,19,18,3,9,10,9,0,3,1,,Taisidar,6
3201,8,9,16,23,15,19,20,3,8,3,,Schalpith,7
3202,22,18,5,12b,13,8,11,0,9,1,L04E012,Saydrivor,7
3203,19,2,13,6,14,6,7,0,0,2,,Ceoq,6
3204,7,18,6,8,12,7,21,0,1,2,,Sniedra,6
3205,10,14,13,24,4,2,13,3,0,2,,Pedham,6
3206,5,9,23,4,2,6,21,2,8,1,,Rodelor,7
3207,12,10,10,24,12,23,18,3,4,4,,Yeraqar,5
3208,19,1,2,12,24,4,22,2,7,2,,Kaliroth,7
3209,9,4,1,12,13,13,1,2,7,2,,Rothedalf,5
3210,13,12,24,7,18,23,9,3,1,3,,Tothem,7
3211,24,19,24,2,22,17b,5b,3,6,4,"L06E017,L07E005",Taischewar,6
3212,18,4,24,22,8,13,4,0,9,4,,Perfusam,6
3213,14,19,8,11,24b,22,11,3,0,1,L05E024,Drusay,6
3214,8,11,3,6,23,11,15,3,9,2,,Roduyoth,6
3215,4,12,12,7,24,9,16,1,1,4,,Yayvrom,6
3216,24,12,9,15,20,23,15,2,6,4,,Smiadar,6
3217,1,22,7,2,18,3,5,3,6,4,,Cieer,7
3218,10,11,18,19,11,2,8,1,3,1,,Ryelf,6
3219,17,20,6,22,3,9,16,3,4,2,,Jaidel,7
3220,12,12,20,3,3,5,5,0,7,3,,Meqark,4
3221,24,19,21,5,10,10,18,0,0,2,,Rilclakin,6
3222,22,5,9,20,18,20,8,2,3,0,,Yoodurph,6
3223,2,22,21,22,22,14,13,3,5,4,,Brairnust,5
3224,2b,8,17,4,6,20,7,1,0,1,L01E002,Oeeronnd,7
3225,5,24,8,24,23,18,15,3,8,2,,Thruiphaw,6
3226,13,5,5,18,6,3,4b,1,6,1,L07E004,Crukolf,6
3227,15,14,2,12,3,13,19,2,9,2,,Jeeerkdro,7
3228,16,8,11,6,17,13,21,3,6,0,,Denesier,7
3229,19,5,14,24,21,9,13,0,2,2,,Keuvrurst,7
3230,19,4,2,1,6,5,12,0,5,2,,Trigharr,7
3231,4,23,21,9,23,19,15,3,4,2,,Therujat,6
3232,1,21,15,16,15,20,7,2,2,3,,Ruar,6
3233,15,8,15,21,12,6,8,2,4,2,,Kintyser,5
3234,11,19,23,7,2,2,10,1,6,1,,Eoork,6
3235,12,11,10,1,5,7,2,1,9,4,,Zouddh,7
3236,13,19,3,18,15,8,12,2,4,1,,Therpocha,7
3237,2,12,9,7,20,14,12,1,9,4,,Quodan,6
3238,13,21,24,15,12,13,21,2,9,1,,Yiooth,5
3239,16,9,6,10,14,15,5,2,0,3,,Jaorbro,7
3240,19,11,22,6,4,12,15,2,4,3,,Staykwad,7
3241,6,19,18,8,22b,2,1,0,5,1,L05E022,Wiargand,7
3242,22,23,13,10,16,14,20b,1,2,1,L07E020,Lornecha,7
3243,4,17,13,1,10,11,12,1,3,3,,Tanphuyer,7
3244,17,10,15,14,24,15,20,2,5,4,,Phaitan,6
3245,14,12,19,2,13,11,15,1,8,3,,Draraser,7
3246,5,2,7,16,20,23,7,1,3,3,,Toetan,6
3247,9,13,8,6,19,19,5,1,5,3,,Poudar,6
3248,3,8,10,14,15,1,21,2,3,0,,Delbrache,7
3249,18,22,15,15,4,24,6,0,0,4,,Choithem,6
3250,24,13,16,11,1,24,2,1,6,3,,Smeivrom,6
3251,6,24,11,11,5b,5,21,0,4,1,L05E005,Heetsu,6
3252,19,23,14,3,5,23,12,3,7,3,,Sayljuth,6
3253,18,22,24,16,9,14,7,3,2,2,,Creyrgand,7
3254,18,18,16,22,2,18,3,3,5,2,,Seryqark,5
3255,11,7,3,5,13,9,9,0,4,0,,Perolord,6
3256,4,13,12,2,1,19,10,3,8,4,,Verybier,7
3257,11,3,16,1,20b,9,17,0,1,1,L05E020,Paphurr,7
3258,22,11,3,5,5,7,21,3,1,2,,Kimojord,6
3259,5,17,2,4,9,16,24,3,7,0,,Lliwuth,7
3260,22,21,7,21,22,2,14,0,2,3,,Cheakur,5
3261,1,5,20,1,9,6,19,0,6,2,,Cerkotor,6
3262,9,5,5,8,7,11,9,2,7,2,,Danibuth,5
3263,20,11,14,15,1,18,10,3,4,2,,Threythem,7
3264,5,8,4,24,18,22,24,3,6,2,,Tinchoray,6
3265,23,13,16,20,6,9,21,0,7,0,,Rhoryn,7
3266,18,4,8,12,11,1,7,0,8,2,,Drugolpith,7
3267,23,22,5,22,1,20,4,3,5,3,,Cuoogro,6
3268,13,4,7,22,10,13,22,3,7,2,,Jyvrurst,5
3269,7,24,12,13,20,20,8,1,9,3,,Ciordcro,6
3270,9,18,17,13,24,20,1,0,9,1,,Yeroneer,7
3271,12,24,15,23,10,2,7,1,3,1,,Rynybelf,7
3272,13,19,4,12,22,24,1,3,3,4,,Straiser,7
3273,20,18,11,1,12,6,3,3,5,2,,Uuddhuqchiril,7
3274,10,10,1,11,23,17b,16,3,8,1,L06E017,Skelokor,6
3275,1,13,10,4,15,24,20,2,1,3,,Vooth,7
3276,3,19,17,6,11,24,9,2,1,1,,Pedoph,7
3277,1,10,18,18,3,24,2,1,3,3,,Hatroroth,6
3278,23,1,11,23,14b,3,17,1,7,1,L05E014,Crergand,6
3279,3,7,13,17,24,17,16,3,5,2,,Morohord,6
3280,18,13,11,21,18,11,3,0,1,1,,Rhiloodd,5
3281,21,2,3,8,13,21b,22,2,6,1,L06E021,Frawhud,7
3282,2,20,9,1,23,17,12,3,5,3,,Slaephaw,7
3283,17,7,15,13,24,15,19,1,3,3,,Cerclother,6
3284,10,1,19,5,18,14,12b,2,5,1,L07E012,Gaark,7
3285,2,20,6,20,17,22,16,0,0,1,,Tinasurk,6
3286,11,20,11,10,14,3,22,2,3,1,,Siev,6
3287,22,3,13,16,10,14,18,2,1,2,,Samcevor,7
3288,13,12,21,4,22,22,8,0,9,2,,Quuthta,6
3289,2b,10,8,20,13,14,11,1,1,1,L01E002,Sniewraph,7
3290,13,14,3,19,21,12,5,1,5,4,,Ilaryhooq,7
3291,5,15,11,11,22,5,9,0,7,1,,Slydham,5
3292,8,16,2,22,6,13,24,3,7,2,,Rynavoork,7
3293,7,12,6,11,15,4,7,0,6,2,,Yeryfar,6
3294,21,7,18,18,15,10,23,3,4,1,,Dywhud,6
3295,14,6,4b,10,16,20,7,1,0,1,L03E004,Raycluvor,7
3296,8,10,23,8,3,3,21,0,9,1,,Toncraden,5
3297,2,18,5,14,2,4,24,0,8,1,,Polcykin,6
3298,12,2,21,14,23,15,19,0,2,2,,Samshurak,7
3299,22,14,16,6,20,4,7,0,5,1,,Meiwhud,7
3300,15,23,22,16,6,15,11,3,1,4,,Creevrurst,6
3301,8,20,15,14,23,19,22,2,9,2,,Waukur,7
3302,23,9,7,13,5,2,1,2,6,1,,Kelcyroth,7
3303,22,15,23,4,9,23,6,1,2,2,,Aelf,6
3304,6,5,3,2,4,10,3,0,4,2,,Yougarr,6
3305,13,3,4,22,16,9,18,2,2,3,,Scheydoph,7
3306,19,19,8,14,9,12,16,3,5,1,,Looork,6
3307,19,21,12,19,13,8,11,3,7,3,,Zeshoor,6
3308,10,18,17,13,5b,14,17,2,3,1,L05E005,Zoth,6
3309,16,1,5,18,4,3,4,1,2,2,,Traerland,6
3310,13,10,14,8,10,21,12,1,4,2,,Lyeoxuddh,6
3311,12,2,5,7,22,8,2,2,3,4,,Workimos,6
3312,2,12,2,18,6,3,18,2,6,3,,Saywetor,5
3313,7,11,21,18,14,14,15,2,6,2,,Suryn,6
3314,14,20,22,15,2,19,15,0,5,2,,Chreergand,6
3315,14,24,19,9,4,21,6,2,1,3,,Yersyther,7
3316,10,16,11,19,22,2,22,2,7,2,,Sliazuka,6
3317,5,8,8,3,2,23b,22,2,2,1,L06E023,Ruphaw,6
3318,10,13,24,15,14,11,3,3,2,2,,Zhierphoor,7
3319,20,3,6,6,9,2,4,2,0,2,,Jeergand,6
3320,24,1,24,23,5,5,15,2,2,2,,Rytai,5
3321,23,9,9,24,17,5,23,1,2,2,,Lyeebuddh,5
3322,14,9,7,15,20b,1,11,0,7,1,L05E020,Doirux,7
3323,22,18,22,3,16,9,12,0,8,2,,Raklluhin,6
3324,6,11,13,19,15,19,16,1,5,2,,Yersnenys,6
3325,17,4,4,18,7,13,6,3,0,4,,Serstenal,6
3326,6,18,7,15,15,14,17,3,1,0,,Xaark,6
3327,20,12,12,13,7,5,24,0,3,4,,Liphar,6
3328,20,1,11,1,7,18b,5b,1,2,4,"L06E018,L07E005",Noegharr,6
3329,11,18,6,2,19,5,15,0,4,2,,Turexuddh,7
3330,5,4b,22b,24,12,10,7,3,0,2,"L03E022,L02E004",Rhewham,7
3331,8,24,7,9,24,15b,5b,2,5,3,"L06E015,L07E005",Kialoodd,6
3332,11,17,2,24,1,7,11,1,9,2,,Garagat,6
3333,8,9,19,13,3,17,15,1,2,2,,Bieqark,7
3334,13,3,19,2,1,23,8,2,9,2,,Threrpha,7
3335,5,7,10,12,5,6,18,2,5,4,,Tridalf,6
3336,23,15,20,19,3,23,21,2,5,2,,Rokur,6
3337,24,24,8,8,22,5,12,2,8,3,,Ularyrrd,5
3338,2,10,7,24,2,3,11,0,3,2,,Radablar,6
3339,5,13,6,17,18,2,10,1,5,0,,Therschonys,7
3340,14,13,17,21,19,1,24,3,0,1,,Sayjohat,7
3341,20,10,18,15,12,4,7,0,8,1,,Loekolf,7
3342,1,18,10,17,10,23,18,2,2,3,,Nalobor,5
3343,18,22,8,9,12,5,13,0,5,1,,Rakizar,7
3344,4,11,2,3,15,11,17,2,6,2,,Verswyche,6
3345,18,20,13,5,6,7,2,2,8,2,,Belllewor,7
3346,8,12,24,11,23,14,23,1,6,3,,Ruidoph,6
3347,21,3,2,23,21,5,11,2,8,1,,Vaelfdda,6
3348,16,2,7,1,13,5,6,2,4,1,,Rhuishoor,7
3349,10,18,24,20,8b,5,17,1,2,1,L05E008,Keethoph,7
3350,6,23,19,6,3,8,1,1,1,0,,Thrauque,6
3351,8,22,13,15,18,9,12,0,2,3,,Kuleth,7
3352,1,20,7,4,19,15,1,3,5,3,,Llarux,6
3353,7,10,23,3,2,15,20,1,1,3,,Cauddhta,7
3354,14,9,8,21,24,21,10,2,0,2,,Brauwraph,6
3355,8,9,18,7,13,7,23,2,7,4,,Tasefuth,6
3356,19,21,18,19,16,3,8,2,9,2,,Smawoorph,6
3357,17,8,21,3,4,22,4,3,6,3,,Kimzyrad,6
3358,17,20,22,16,7,10,4,3,5,4,,Huiwham,7
3359,3,6,7,18,14,5,18,3,9,2,,Risuxiev,6
3360,5,19,9,19,18,9,2,0,2,2,,Heydraph,5
3361,18,22,21,20,20,9,16,1,8,2,,Thuizuka,6
3362,5,12,23,10,23,3,20,2,0,2,,Drugophaw,6
3363,9,7,2,20,14,6,20,2,0,3,,Reyden,6
3364,13,1,3,18,17,18b,11,2,3,1,L06E018,Daidham,7
3365,20,6,13,23,7,20,4,2,0,3,,Kirgand,6
3366,21,14,11,5,11,12b,13,3,3,1,L06E012,Tasasiev,6
3367,6,4,12,8,23,6,22,1,3,3,,Wooloth,6
3368,16,14,18,19,13,11,10,0,7,2,,Crokwad,7
3369,9,18,2,23,8,6,14,1,2,3,,Quoudalf,7
3370,23,24,17,17,1,17b,8,0,0,1,L06E017,Quuphurr,6
3371,2,8,12,1,6,14,21,3,4,2,,Veryjar,7
3372,21,4,15,23,14,3,10,3,9,2,,Delllaray,7
3373,3,14,8,18,16,4,2b,2,7,1,L07E002,Snairil,7
3374,12,11,6,4,4,22,20,1,0,3,,Peryzooth,6
3375,10,12,17,1,5,17,12,2,9,4,,Quustradd,5
3376,18,5,11,4,8,13,19,3,9,1,,Strayrpha,7
3377,8,7,1,21,10,20,12,1,9,2,,Kornoth,7
3378,1,3,11,5,20,15,24,0,8,3,,Turjond,7
3379,2,15,2,10,5,21,24,1,5,3,,Taiududdh,6
3380,19,19,15,18,6,8,17,2,4,0,,Verywuth,6
3381,8,22,17,3,2,24,12,2,6,4,,Naigarr,7
3382,12,24,9,4,2,22,21,2,3,1,,Rismeyer,7
3383,10,9,11,8,20,20,4,2,2,2,,Dovor,6
3384,4b,1,1,5,10,20,17,0,2,1,L01E004,Sulsnaden,6
3385,9,13,7,15,12,2,9,1,1,0,,Taiiford,6
3386,23,4,13,3,7,13,11,0,7,2,,Buuthphon,6
3387,11,14,8,21,21,9,6,3,4,2,,Chazhacha,6
3388,4,11,7,2,19,14,13,0,9,3,,Tornotin,7
3389,5,14,4,18,8,18,4,2,3,4,,Huark,5
3390,18,14,3,11,2,5,14,1,0,1,,Taiazuth,6
3391,12,12,20,13,21,21,9,1,0,4,,Ryntiser,5
3392,19,19,23,9,8,9,15,0,0,1,,Kinthroris,5
3393,16,8,6,20,13,19,11,1,4,1,,Tairobur,7
3394,17,10,17,23,24,1,20,3,6,3,,Meeludh,6
3395,13,23,23,20,15,11,20,2,0,2,,Kucer,5
3396,18,16,5,6,6,21,21,2,2,1,,Queqark,5
3397,4,12,21,1,2,18,5,3,4,4,,Sleypham,7
3398,20,17,12,16,11,20,11,0,2,3,,Therrhoril,5
3399,17,1,21,10,4,22,6,0,0,3,,Chedronys,7
3400,6,23,2,5,15,18,24,1,7,1,,Sayclynal,7
3401,12,2,6,18,8,5,11,1,3,2,,Broicha,7
3402,12,13,5,22,12,14,23,0,4,3,,Juor,6
3403,22,4,12,18,7,14,7,0,3,3,,Quecliche,6
3404,2b,21,9,8,8,12,2b,0,2,4,"L01E002,L07E002",Nyudor,5
3405,10,12,13,1,5,15,2,3,7,4,,Soulza,7
3406,18,8,23,15,3,6b,22,0,1,1,L06E006,Tonwhirod,7
3407,22,1,10,7,18,9,5,1,2,2,,Raaloth,7
3408,2,19,2,14,22,24,19,3,9,3,,Thriethoph,5
3409,13,3,21,4,11,13,3,0,5,0,,Buooddda,5
3410,20,11,19,11,17,4,14,1,1,2,,Draivor,6
3411,5,12b,17,1,21,18b,4,1,6,3,"L02E012,L06E018",Clianys,7
3412,12,8,20,13,3,23,17,1,8,2,,Loroxoo,7
3413,24,16,19,17,10,2,24,1,5,1,,Touloodd,6
3414,6,16,2,4,8,20,1,0,5,1,,Drayzuka,7
3415,22,16,13,6,10,10,22,2,2,0,,Keikwad,5
